data_no,event_date,year,event_type,sub_event_type,actor1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
7653,7-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Orange County Register; California Public; CBS2 (Los Angeles),"On 7 November 2020, thousands of people organized by a coalition of labor unions rallied at Pershing Square and marched to City Hall in Los Angeles (California) in support of a peaceful transition of presidential power and in celebration of the projected victory of Democratic presidential nominee Biden. The rally started as a demonstration against President Trump and transformed after the announced projection. Participating groups included Black Lives Matter-LA, the California Faculty Association, CHIRLA, Community Coalition, Democratic Socialists of America-LA, Refuse Fascism, Extinction Rebellion, Ground Game LA, and United Teachers Los Angeles. [size=thousands]",0,1612546507
7703,7-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Orange County Register,"On 7 November 2020, hundreds of people rallied on Sunset Boulevard at the Silver Lake neighborhood in Los Angeles (California) in support of projected President-elect Biden. [size=hundreds]",0,1612546507
8063,4-Nov-20,2020,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter; KTLA5; Crowd Counting Consortium; US Press Freedom Tracker; New Milford Spectrum; Committee to Protect Journalists,"On 4 November 2020, at least 40-50 people demonstrated at Pershing Square in Los Angeles (California) in support of the Black Lives Matter movement and against incumbent District Attorney Jackie Lacey. Police declared the gathering unlawful and attempted to disperse and kettle demonstrators. Police detained two journalists and two videographers for ''unlawful assembly.'' Both videographers stated they identified themselves as press prior to being handcuffed. [size=at least 40-50]",0,1614122725
8174,3-Nov-20,2020,Riots,Violent demonstration,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KTLA5; Ventura County Star; Daily Bruin; Liveuamap; Twitter; CBS2 (Los Angeles),"On 3 November 2020, around 100 demonstrators marched from Pershing Square past the Staples Center to a light-rail station in Los Angeles (California) against L.A. County District Attorney Jackie Lacey and President Trump. Police formed a skirmish line near the light-rail station. Several groups participated in the march, with a Black Lives Matter group beginning at the Staples Center and marching towards another group at Pershing Square after Refuse Fascism supporters arrived and allegedly encouraged them to do so. A clash between the groups ensued and continued until about 20 police officers arrived. Five ''unofficial medics'' were detained. The BLM group dispersed afterwards, but it is unclear whether or not any of the original participants remained in the area. Afterwards, around 50 people were ''cornered'' by police and some of these people discarded riot gear and hopped fences to escape. At some point, demonstrators in the vicinity of Flowers and Washington Blvd allegedly threw bottles at police. 54 people were arrested for failure to disperse, 40 of whom were also charged with blocking train tracks. Police cited another 30 for blocking an intersection. [size=around 100]",0,1612546507
8235,2-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; ABC7 (Los Angeles),"On 2 November 2020, a group of demonstrators continued to rally by blocking Hollywood Boulevard at Highland Avenue in Hollywood neighborhood in Los Angeles (California) in support of Armenia during the conflict with Azerbaijan over Nagorno-Karabakh. [size=a group]",0,1612546507
8390,1-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KFI AM640; Crowd Counting Consortium; ABC7 (Los Angeles); Daily Bruin,"On 1 November 2020, between 400 and 500 people organized by the Armenian Youth Federation marched from the Federal Building to the Azerbaijani Consulate in Los Angeles (California) against the conflict between Armenia and Azerbaijan and alleged ties of the Azerbaijani and Turkish governments to ''extremist groups.'' Demonstrators also rallied in support of the United States government recognizing Artsakh and an independent state. A spokesperson for the Armenian National Committee of America's Western Region attended. A group of ten Armenian Americans concluded a seven-day ''hunger strike'' outside the Wilshire Boulevard Federal Building against the Armenian-Azerbaijani conflict and in support of the Artsakh people on the same day. Also, a group of demonstrators rallied in Hollywood in support of Armenia. [size=between 400 and 500]",0,1612546507
8391,1-Nov-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Daily Bruin; People's City Council-Los Angeles,"On 1 November 2020, dozens of students and teachers rallied outside the Jackie Robinson Stadium in Los Angeles (California) in support of the Black Lives Matter movement and against UCLA's approval of LAPD using the stadium's parking lot to detain demonstrators in June. Members of the No UCPS Coalition, which aims to abolish police on all University of California campuses, attended. [size=dozens]",0,1612546507
8470,31-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Refuse Fascism,"On 31 October 2020, an unreported number of people with Refuse Fascism staged a 'Fuck Fascism Fest' in Los Angeles (California) against fascism and President Trump. [size=no report]",0,1612915999
8587,30-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 30 October 2020, an unreported number of union nurses rallied outside the downtown hospital in Los Angeles (California) in support of more protective equipment for health workers during the coronavirus pandemic. [size=no report]",0,1612546506
8766,27-Oct-20,2020,Riots,Mob violence,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,USA Today; ABC7 (Los Angeles),"On 27 October 2020, hundreds of Dodgers fans rallied in Los Angeles (California) in celebration of the baseball team's World Series victory. People turned violent when a dumpster was set on fire, various storefront windows were broken, and shops were looted. At least four stores were vandalized. At one point people surrounded a semi-truck, opened the trailer door and began stealing packages while others attempted to enter the cab. The Los Angeles Police Department responded by deploying its riot team that marched through the streets and fired stun grenades. In Echo Park, officers allegedly aimed weapons at a small group of 'press and community members.' Officers used non-lethal rounds on demonstrators. At least one press member was hit by a 'less lethal' round. Officers allege that people threw bottles at them. At least three officers sustained injuries and one police vehicle was damaged. [size=hundreds]",0,1612915999
8782,27-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 27 October 2020, an unreported number of people rallied outside the home of City Attorney Mike Feuer in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality, homelessness, and housing disparities. [size=no report]",0,1612546506
8914,26-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,UNITE HERE Local 11,"On 26 October 2020, an unreported number of laid off airport workers organized by Unite Here Local 11 rallied outside LAX in Los Angeles (California) to call for 'justice' for workers. [size=no report]",0,1612915999
8976,25-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Ms.,"On 25 October 2020, an unreported number of people staged a '#RuthSentUS: Red Cloak National Protest Against Amy Coney Barrett Confirmation' rally outside the Federal Courthouse in Los Angeles (California) against attempts to fill former Justice Ruth Bader Ginsburg's Supreme Court seat prior to the election and the possibility that 'women will lose reproductive rights with Barrett on the Court.' [size=no report]",0,1612915999
9076,24-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 24 October 2020, an unreported number of people staged a march and 'die in' in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and 626 people killed by police in Los Angeles over the past 7 years. [size=no report]",0,1612915999
9300,22-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 22 October 2020, an unreported number of nurses and doctors marched through Boyle Heights to the USC Medical Center in Los Angeles (California) against the presence of law enforcement in county hospitals and the recent critical shooting of a psychiatric patient at Harbor UCLA Medical Center. [size=no report]",0,1612546505
9360,22-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Daily News,"On 22 October 2020, an unreported number of people rallied outside the Gas Company Tower in Los Angeles (California) in support of victims of the 2015 Aliso Canyon Porter Ranch facility gas leak and of Governor Newsom shutting down that facility. [size=no report]",0,1612546506
9418,21-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,UNITE HERE Local 11,"Around 21 October 2020 (week of), an unreported number of Unite Here workers rallied outside City Hall in Los Angeles (California) against a proposed lease extension for HMS Host at LAX. [size=no report]",0,1612546505
9596,19-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,L.A. TACO,"On 19 October 2020, about 75 people rallied, marched, and threw bags of dirt at the Department of Justice building in Los Angeles (California) against the DOJ's decision for Exide Technologies to declare bankruptcy and the contamination that will thereby be left by the company in southeast Los Angeles. [size=about 75]",0,1612546505
9860,17-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Whittier Daily News,"On 17 October 2020, hundreds of people protested in Los Angeles (California) as part of a nationwide 'Women's March' in opposition to President Donald Trump and his policies, particularly his nomination of Amy Coney Barrett to the U.S. Supreme Court. [size=hundreds]",0,1612546504
10268,12-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Deadline; Crowd Counting Consortium,"On 12 October 2020, about 100 protesters, many of them Armenian-Americans, blocked traffic at a television studio in Los Angeles (California) to protest KCAL-TV's coverage of the ongoing conflict between Armenia and Azerbaijan, as the station had featured the Azerbaijan LA Consul General demanding that Armenia withdraw from the contested Nagorno-Karabakh region. [size=about 100]",0,1612546504
10301,11-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Times; Crowd Counting Consortium; AP,"On 11 October 2020, thousands of people rallied outside the Turkish Consulate in Los Angeles (California) against Turkey's role in the Azerbaijan-Armenia conflict and in support of Armenia. [size=thousands]",0,1612546506
10329,11-Oct-20,2020,Riots,Mob violence,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Times,"On 11 October 2020, an unreported number of people gathered in celebration of the Lakers NBA championship win in Los Angeles (California). Some storefronts were damaged and police declared the assembly unlawful. Police fired hard-foam projectiles into the crowd injuring at least three people in the head. One man accidentally 'blew off' part of his hand with a 'pyrotechnic device.' Officers assisted the injured man. [size=no report]",0,1612915999
10381,10-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 10 October 2020, member of the group Dance for Black Lives gathered near Mayor Eric Garcetti's house in Los Angeles (California) calling for police reform and more training. [size=no report]",0,1612546503
10383,10-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 10 October 2020, people from the group 'March for Faith' gathered in Los Angeles (California) against the government restrictions forbidding in-person worship during the ongoing coronavirus pandemic. [size=no report]",0,1612546503
10514,10-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 10 October 2020, members of the group Refuse Fascism locked themselves in cages in downtown Los Angeles (California) to demonstrate support for immigrants and sanctuary cities. [size=no report]",0,1612546503
10559,9-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,San Gabriel Valley Tribune,"On 9 October 2020, a group of laid off workers led by Unite Here Local 11, held a protest outside the offices of the company HMS Host in Los Angeles (California) claiming that the company owes them more than $100,000 since it had failed to pay workers the correct hourly wage. [size=no report]",0,1612546503
10658,8-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; CBS2 (Los Angeles),"On 8 October 2020, a large group of app-based drivers staged a 'No On 22' rally outside City Hall in Los Angeles (California) against Proposition 22, which would allow rideshare companies to classify drivers as independent contractors, thereby not requiring the companies to provide riders with benefits. [size=a large group]",0,1612915999
10722,7-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 7 October 2020, hundreds of Armenian community members and pro-Armenia demonstrators marched down Wilshire Boulevard in Westwood neighborhood of Los Angeles (California) to call for peace in the Armenia-Azerbaijan conflict over the disputed region of Nagorno-Karabakh. [size=hundreds]",0,1612546503
10846,5-Oct-20,2020,Riots,Violent demonstration,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Daily Republic; CBS2 (Los Angeles),"On 5 October 2020, dozens of people wearing masks demonstrated in front of the police headquarters in downtown Los Angeles (California) over an unreported cause - although graffiti by demonstrators spelled the name, Jonathan Price, a Black man, who was shot and killed by police outside a convenience store in Wolfe City, Texas. The demonstrators smashed storefront windows and burned an American flag. A type of smoke bomb or pyrotechnic device was also reportedly set off. At least one person was arrested. [size=dozens]",0,1612546503
10847,5-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Mercury News,"On 5 October 2020, a group of workers gathered at a McDonald's on La Brea Ave in Los Angeles (California) to call out the company and to support for Proposition 15 which is aimed at closing tax loopholes for large companies. [size=no report]",0,1612546503
11027,3-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles); Fox11 (Los Angeles),"On 3 October 2020, hundreds of Trump supporters gathered in Woodland Hills neighborhood of Los Angeles (California) in support of President Trump after he was diagnosed with the coronavirus and for a Back The Blue Rally. [size=no report]",0,1612546502
11029,3-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KTLA5,"On 3 October 2020, members of Armenian community held marches outside news outlets in Hollywood neighborhood of Los Angeles (California) to protest the ongoing war between Azerbaijan and the administration of the disputed territory of Nagorno-Karabakh and demand more media coverage of the war. [size=no report]",0,1612546502
11030,3-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Los Angeles Daily News,"On 3 October 2020, activists, some wearing clown noses and outfits, held a protest in front of Los Angeles Mayor's home in Los Angeles (California) against sweeps of homeless encampment by the city. [size=no report]",0,1612546502
11288,1-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Daily Bruin; Crowd Counting Consortium,"On 1 October 2020, dozens of students, faculty, and staff marched from Westwood to the UCLA police headquarters in Los Angeles (California) in support of removing police from all University of California campuses by fall 2021. The march was part of a statewide movement organized by Cops Off Campus. [size=dozens]",0,1612546505
11337,1-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter,"On 1 October 2020, about 150 members of the Uyghurs community, Hong Kongers, and activists from Tibet and Taiwan held a protest outside the Chinese consulate in Los Angeles (California) against China and its actions. [size=about 150]",0,1612546502
11361,1-Oct-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Riverside,Riverside,33.9859,-117.3534,Highlander; Crowd Counting Consortium,"On 1 October 2020, about 30 students and faculty rallied at the University of California in Riverside (California) as part of the UC Cops Off Campus Coalition's ''state-wide day of action'' calling for police to be removed from all University of California campuses by the start of the 2021-2022 academic year. [size=about 30]",0,1612546510
11425,30-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KTLA5,"On 30 September 2020, organized by the Armenian Youth Federation, hundreds of demonstrators gathered outside the Azerbaijani consulate in Los Angeles (California) to protest the ongoing war between Azerbaijan and the administration of the disputed territory of Nagorno-Karabakh. [size=hundreds]",0,1612546502
12097,24-Sep-20,2020,Protests,Excessive force against protesters,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KTLA5; Hill; Fox11 (Los Angeles); Los Angeles Times,"On 24 September 2020, more than 300 people marched in Hollywood neighborhood of Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and Wednesday's ruling on the fatal police shooting of Breonna Taylor. A blue pick-up truck intentionally struck at least two demonstrators. One demonstrator was hospitalized with minor injuries in connection to this car ramming. Police temporarily detained the driver before releasing the driver. The driver later claimed that demonstrators beat the vehicle with sticks and tried to open the door. Police noted damage to the vehicle, stating that the initial investigation supports the driver's claims. Demonstrators refute both the driver's and police accounts. Later during the demonstration, a white Prius intentionally drove through a large crowd, hitting several people. A black truck and green Mustang that had been escorting demonstrators then boxed in the Prius and the drivers attempted to physically 'apprehend' the Prius driver. The Prius then backed into the Mustang and drove off. It is unclear if anyone was injured by the Prius driver. Investigation is ongoing. [size=more than 300] [car ramming]",0,1614124492
12250,23-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,San Francisco Chronicle,"On 23 September 2020, dozens of people marched in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and Wednesday's ruling on the fatal police shooting of Breonna Taylor. [size=dozens]",0,1612546500
12893,17-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 17 September 2020, an unreported number of food service workers supported by an unnamed union rallied outside Los Angeles International Airport in Los Angeles (California) against Areas USA, claiming that the company 'refused to provide them with extended healthcare benefits' while other airport concessionaires provided healthcare benefits to their workers amid layoffs caused by coronavirus. [size=no report]",0,1612916000
13228,13-Sep-20,2020,Protests,Excessive force against protesters,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Press Democrat; Los Angeles Times; Patch,"On 13 September 2020, police dispersed a Black Unity protest encampment in Grand Park in downtown Los Angeles (California), clearing the area of all occupants, including protesters and homeless people. The encampment was first erected in June by Black Unity. L.A. Police intervened with less-lethal projectiles to disperse the encampment. Two journalists were blocked from the demonstration scene and later at least one was chased by police. The journalist was hit with a projectile, tackled, and knocked unconscious, leading to serious injury. Two people were arrested for failure to disperse. A freelance journalist was also arrested and detained for eight hours for failure to disperse. She claims that she was wearing multiple press identification badges and verbally announced herself as a member of the press multiple times to arresting officers. [size=no report]",0,1612546499
13229,13-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Count Love; Los Angeles Daily News,"On 13 September 2020, more than a hundred demonstrators staged a 'Rally in the Valley' car caravan and rally in Studio city neighborhood in Los Angeles (California) in support of President Trump and police and against coronavirus restrictions in Los Angeles County. Demonstrators called for reopening of schools and 'the larger economy.' [size=more than a hundred]",0,1612546499
13350,12-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Fox11 (Los Angeles),"On 12 September 2020, at least 200 people marched from the site where Dijon Kizzee was killed to the Sheriff's Station in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. Sheriff's deputies guarded the station while wearing riot gear but no physical interaction occurred. [size=at least 200]",0,1612546499
13794,8-Sep-20,2020,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Twitter; People's City Council-Los Angeles; Los Angeles Daily News,"On 8 September 2020, more than 18 demonstrators rallied outside the South LA Sheriff's Station in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. Officers intervened and deployed pepper balls and flash bangs. Two demonstrators were hospitalized. A journalist livestreaming the demonstration was tackled off of his bicycle by deputies. 18 people were arrested on charges related to a failure to disperse. Deputies claim that knives, poles, and fireworks were recovered from demonstrators but there were no reports of demonstrators engaging in violent behavior. [size=more than 18]",0,1612546499
13853,7-Sep-20,2020,Riots,Violent demonstration,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,KFI AM640; Fox11 (Los Angeles),"On 7 September 2020, about 175 people rallied outside the sheriff's station in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. The demonstration turned violent when demonstrators began throwing rocks and bottles at officers. Officers intervened and declared the assembly unlawful before firing pepper balls and flash bangs at demonstrators. One press member was hit with a foam or rubber bullet. At least 12 people were arrested, two of whom were juveniles. [size=about 175]",0,1612546499
13889,7-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Crowd Counting Consortium; Jewish Journal,"On 7 September 2020, at least 100 students staged an 'End Jew Hatred' rally at USC's The Grove in Los Angeles (California) against anti-Semitism. The event was organized by the Lawfare Project, the Institute for Black Solidarity With Israel (IBSI), Club Z, Yad Yamin, Beverly Hills Jewish Community Synagogue, and Herut North America. [size=at least 100]",0,1612916000
13988,6-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,ABC7 (Los Angeles),"On 6 September 2020, an unreported number of people rallied in downtown Los Angeles (California) in support of opening a congressional investigation into the death of Spc. Enrique Roman-Martinez in North Carolina. [size=no report]",0,1612546498
14014,6-Sep-20,2020,Riots,Violent demonstration,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Fox11 (Los Angeles),"On 6 September 2020, 50 people demonstrated outside the sheriff's station in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. The demonstration turned violent when 'out-of-state agitators' threw pipes and bottles at officers. Sheriff's officers intervened and arrested 13 people. [size=50] [suggested agents provocateurs]",0,1612916000
14144,5-Sep-20,2020,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,People's City Council-Los Angeles,"On 5 September 2020, a few hundred people rallied in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. Sheriff's deputies declared the assembly unlawful in the evening when 100-200 people were still remaining. Deputies deployed flash-bang grenades and chemical irritants to disperse the demonstration. A seven year old was hit with tear gas during the demonstration. [size=a few hundred]",0,1612546447
14381,3-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,California Nurses Association,"On 3 September 2020, an unreported number of registered nurses staged a silent demonstration at Good Samaritan Hospital in Los Angeles (California) to show the administration that they 'will continue to hold PIH Health accountable' during and beyond the coronavirus. [size=no report]",0,1612916000
14464,2-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Daily News,"On 2 September 2020, an unreported number of Cold Stone Creamery workers and allies staged a car rally outside the Cold Stone Creamery store in Lake Balboa in Los Angeles (California) to call for payment of unpaid wages and restoration of jobs lost due to coronavirus. [size=no report]",0,1612546446
14508,1-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 1 September 2020, a few dozen people organized by the Coalition for Community Control Over the Police marched from the scene of the shooting of Dijon Kizzee to the South Los Angeles Sheriffs Station in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the shooting of Dijon Kizzee. Demonstrators were met by deputies wearing tactical gear outside the station. [size=few dozen]",0,1612546446
14521,1-Sep-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Riverside,Riverside,33.9859,-117.3534,SaveCalifornia.com,"On 1 September 2020, an unreported number of people rallied in Riverside (California) against the coronavirus lockdown and county and state officials. [size=no report]",0,1612546446
14635,31-Aug-20,2020,Protests,Protest with intervention,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,California Public; CBS2 (Los Angeles),"On 31 August 2020, hundreds of people demonstrated outside the South Los Angeles Sheriff's Station in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the shooting of Dijon Kizzee the same day. The demonstration continued beyond midnight and later in the night, and one person was arrested for failure to disperse. [size=hundreds]",0,1612546446
14742,30-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,ABC7 (Los Angeles),"On 30 August 2020, an unreported number of demonstrators rallied outside City Hall in downtown Los Angeles (California) in support of the Black Lives Matter movement and against police brutality and the shooting of Jacob Blake. [size=no report]",0,1612546446
14743,30-Aug-20,2020,Protests,Excessive force against protesters,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles); Forward,"On 30 August 2020, close to 2000 people joined a caravan from Woodland Hills to Studio City in Los Angeles (California) in support of President Trump. The rally was organized by the Los Angeles Republican Party and was joined by Israeli, Israeli-American, Iranians, Armenian, and Mexican Americans. Three men threw bottles and then allegedly fired shots at the caravan from a nearby apartment, damaging at least three cars. SWAT entered the apartment but did not find the suspects. [size=close to 2000]",0,1612546446
14990,28-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Count Love; CBS2 (Los Angeles),"On 28 August 2020, about 100 people led by local group Create the Change marched in Hollywood neighborhood in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality, the shooting of Jacob Blake, and the death of Anthony McClain. [size=about 100]",0,1612546445
15164,27-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Daily News,"On 27 August 2020, several hundred people marched in downtown Los Angeles (California) in support of the Black Lives Matter movement and against police brutality. [size=several hundred]",0,1612546445
15197,26-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,ABC7 (Los Angeles),"Around 26 August 2020 (week of), an unreported number of people rallied in Canoga Park in Los Angeles (California) in support of a street vendor who was allegedly harassed with 'anti-immigrant and racist remarks' and against the woman who allegedly made these remarks. [size=no report]",0,1612916000
15204,26-Aug-20,2020,Riots,Violent demonstration,Rioters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 26 August 2020, about 100 demonstrators clashed with LAPD officers wearing riot gear in the Third Street Tunnel in Los Angeles (California) during a demonstration in support of the Black Lives Matter movement and against police brutality and the shooting of Jacob Blake. Officers 'corralled' demonstrators by lining up on both exits to the tunnel. The demonstration turned violent when some people engaged in 'vandalism, battery of a police officer, and unlawfully attempting to take a person from police custody.' At least 10 people were arrested in association with these charges. It is unclear whether any injuries were sustained. [size=about 100]",0,1612916000
15230,26-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Times,"On 26 August 2020, at least dozens of people organized by the Services Not Sweeps coalition occupied a homeless camp in Hollywood neighborhood of Los Angeles (California) to protest a scheduled cleanup that demonstrators believe puts people at greater risk of catching coronavirus. Demonstrators blocked streets and surrounded tents to prevent them from being moved. Prior to the demonstration, at least 20 people who usually sleep in the camp were temporarily relocated to hotel rooms by the coalition. [size=at least dozens]",0,1612546445
15235,26-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,CBS2 (Los Angeles),"On 26 August 2020, approximately 300 people rallied near the Hall of Justice in downtown Los Angeles (California) in support of the Black Lives Matter movement and against police brutality, the death of Anthony McClain, and the shooting of Jacob Blake. [size=approximately 300]",0,1612546445
15377,25-Aug-20,2020,Protests,Peaceful protest,Protesters (United States),United States,California,Los Angeles,Los Angeles,34.0433,-118.2495,Los Angeles Daily News; Count Love,"On 25 August 2020, a small group of demonstrators rallied near the LAPD headquarters and the Twin Towers Correctional Facility in Los Angeles (California) in support of the Black Lives Matter movement and against police brutality, the death of Anthony McClain, and the shooting of Jacob Blake. Officers in riot gear and sheriff's officers observe the event but no interactions were recorded. [size=a small group]",0,1612546444
