data_no,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,country,admin1,admin2,location,latitude,longitude,source,notes,fatalities,timestamp
45731,15-Aug-19,2019,Battles,Armed clash,Police Forces of Mexico (2018-),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Entorno Informativo,"On 15 August 2019, in Colonia Morelos, Cuauhtemoc, Ciudad de Mexico, a police officer was injured during a security operation against members of the Tepito Union Cartel.",0,1612548773
45757,15-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,Milenio,"On 15 August 2019, in Venustiano Carranza, Ciudad de Mexico, a group of people protested demanding the company that built Plaza Oceania to repair the damages caused in their neighborhood by the construction. [size=no report]",0,1612548773
45759,15-Aug-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,La Jornada,"On 15 August 2019, in Colonia Doctor Alfonso Ortiz Tirado, Iztapalapa, Ciudad de Mexico, two armed men entered a restaurant and attacked a man. The man died in the attack.",1,1612548773
45761,14-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Xochimilco,Ciudad de Mexico - Xochimilco,19.2635,-99.1049,Milenio,"On 14 August 2019, in Xochimilco, Ciudad de Mexico, DF, victims of the 2017 earthquake blocked traffic to protest and demand the reconstruction of buildings damaged in the earthquake. [size=no report]",0,1612548773
45770,14-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 14 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, workers in the sugar industry from Lerdo de Tejada protested to demand the reopening and operations of the company, as well as the payment of their salaries. [size=no report]",0,1612548773
45784,14-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 14 August 2019, in Cuauhtemoc, Ciudad de Mexico, about 150 members of the Union of Mexican Electricians protested in front of the Secretary of Governance while a delegation met with the authorities to have their demands heard. [size=about 150]",0,1612548773
45790,14-Aug-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,La Verdad,"On 14 August 2019, in Gustavo A. Madero, Ciudad de Mexico, DF, the body of a man bearing signs of torture was found. 1 fatality.",1,1612548773
45803,13-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),FPFV: Francisco Villa Popular Front,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 13 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, members of the Popular Front Francisco Villa protested and marched toward the Zocalo. The motive of the protest is unknown. [size=no report]",0,1612548773
45804,13-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Federal Police,Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,Milenio,"On 13 August 2019, in Alvaro Obregon, Ciudad de Mexico, DF, at least 200 members of the Federal police forces, who were refused to be integrated in the National Guard, protested to demand the payment of a compensation. [size=at last 200]",0,1612548773
45811,13-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada,"On 13 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, members of a movements of people excluded from higher education protested outside the Secretary of Public Education to demand the allocation of greater resources to public high education institutions . [size=no report]",0,1612548773
45813,13-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico),Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,Milenio,"On 13 August 2019, in Iztapalapa, Ciudad de Mexico, DF, a group of women protested in front of the Constitucion metro station against sexual violence in the city of Mexico. [size=no report]",0,1612548773
45823,12-Aug-19,2019,Riots,Violent demonstration,Rioters (Mexico),Women (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,AFP; Milenio,"On 12 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, some 250 women demonstrated against sexual violence committed by law enforcement officers and targeted the head of the Secretary of Citizens' Security with pink paint. Some things were vandalised as part of the demonstration in the form of graffiti, broken computers and broken glass doors were also reported [size=some 250]",0,1612548773
45827,12-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 12 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, a man was shot and killed in colonia Doctores. The area is known as a selling point of car spare parts and drugs. 1 fatality.",1,1612548773
45829,12-Aug-19,2019,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Milenio,"On 12 August 2019, in Gustavo A. Madero, Ciudad de Mexico, DF, a man from Spain was kidnapped. He was rescued on 13 August in colonia Linda Vista without having paid a ransom.",0,1612548773
45839,12-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),UDC: Democratic Peasant Union; Farmers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 12 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, members of the Democratic Peasant Union protested in front of the local government's building to demand the renovation of their housing following the 2017 earthquake. [size=no report]",0,1612548773
45842,12-Aug-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Milenio,"On 12 August 2019, in Gustavo A. Madero, Ciudad de Mexico, DF, police officers of the general attorney's office rescued a man from Spain, who had been kidnapped on 12 Aug 2019. Two people were arrested.",0,1612548773
45881,10-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,El Norte; La Jornada,"On 10 August 2019, in Colonia Morelos, Venustiano Carranza, Ciudad de Mexico, armed men riding a motorcycle attacked a group of people. Two men died and another five people were injured.",2,1612548773
45895,10-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Indigenous Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Antena San Luis,"On 10 August 2019, in Cuauhtemoc, Ciudad de Mexico, members of different indigenous communities protested outside the Institute of Human and Social Development for Indigenous Communities, demanding the dismissal of the director of the institute. [size=no report]",0,1612548773
45913,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),CIOAC-JDLD: Independent Central of Agricultural and Peasants Workers; Farmers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Diario Contra Poder en Chiapas; Milenio; 24 Horas (Mexico),"On 9 August 2019, in Paseo de la Reforma, Cuauhtemoc, Ciudad de Mexico, members of the CIOAC protested demanding more resources from the federal government. [size=no report]",0,1612548773
45916,9-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,Entorno Informativo,"Around 9 August 2019, in Colonia Santa Rosa, Gustavo A. Madero, Ciudad de Mexico, a plastic bag that contained human body parts was found.",1,1612548773
45924,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 9 August 2019, in Plaza del a Constitucion, Cuauhtemoc, Ciudad de Mexico, organizations that advocates for human rights and labor rights protested. The reason for the demonstration is unknown. [size=no report]",0,1612548773
45925,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 9 August 2019, in Colonia Juarez, Cuauhtemoc, Ciudad de Mexico, members of the National Assembly of Energy Users protested. The reason for the demonstration is unknown. [size=no report]",0,1612548773
45927,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Indigenous Group (Mexico),Mexico,Distrito Federal,Alvaro Obregon,Ciudad de Mexico - Alvaro Obregon,19.3908,-99.1954,24 Horas (Mexico),"On 9 August 2019, in Colonia Tlacopac, Alvaro Obregon, Ciudad de Mexico, indigenous organizations protested. The reason for the demonstration is unknown. [size=no report]",0,1612548773
45928,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 9 August 2019, in Colonia Centro Historico Cuauhtemoc, workers from the Ciudad de Mexico government protested. The reason for the demonstration is unknown. [size=no report]",0,1612548773
45930,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,24 Horas (Mexico),"On 9 August 2019, in Gustavo A Madero, Ciudad de Mexico, engineers and architects protested. The reason for the demonstration is unknown. [size=no report]",0,1612548773
45936,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,Milenio,"On 9 August 2019, in Tlalpan, Ciudad de Mexico, a group of people affected by the earthquake of 2017 protested demanding to speak with the local authorities about housing projects. [size=no report]",0,1612548773
45940,9-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),SITUAM: National University's Workers Independent Union; Labour Group (Mexico),Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,24 Horas (Mexico),"On 9 August 2019, in Colonia Torres de Padierna, Tlalpan, Ciudad de Mexico, members of the SITUAM and the workers from the Work Secretary protested. The reason or the demonstration is unknown. [size=no report]",0,1612548773
45951,8-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Women (Mexico); Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Silla Rota; El Universal (Mexico),"On 8 August 2019, in Cuauhtemoc, Ciudad de Mexico, students from Mexico National University and women members of different organization protested demanding legalization of abortion. [size=no report]",0,1612548773
45964,8-Aug-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 8 August 2019, in Colonia Guerrero, Cuauhtemoc, Ciudad de Mexico, armed men riding a motorcycle attacked two men. One man died and the other one was injured in the attack.",1,1612548773
45972,8-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Fishermen (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Noroeste,"On 8 August 2019, in Paseo La Reforma, Cuauhtemoc, Ciudad de Mexico, fishermen marched protesting against the lack of fulfillment o the government's promises to regulate and help this sector. [size=no report]",0,1612548773
45989,8-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Farmers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Silla Rota,"On 8 August 2019, Cuauhtemoc, Ciudad de Mexico, peasants protested outside the offices of the Mexican Stock Market and outside the Congress demanding more resources from the federal government. [size=no report]",0,1612548773
46030,7-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 07 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, members of the Citizens' Democratic Union protested in front of the Congress to demand a greater budget in housing. They accuse the Institute of Housing of political interests. [size=no report]",0,1612548773
46040,7-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 07 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, 100 residents of colonias Guerrero and Buenavista protested and blocked a road to protest against power cut and energy shortages. [size=100]",0,1612548773
46049,7-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 07 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, students and members of the MAES of students excluded from Higher Education protested in the Zocalo to demand their student ID to be extended and a raise of the Education budget in the entire country. [size=no report]",0,1612548773
46052,7-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 07 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, 150 victims of the 2017 earthquake protested in the Zocalo towards Tlalpan to demand irregularities in the distribution of reconstruction subvention to be fixed. [size=150]",0,1612548773
46089,6-Aug-19,2019,Violence against civilians,Sexual violence,Police Forces of Mexico (2018-),,Mexico,Distrito Federal,Azcapotzalco,Ciudad de Mexico - Azcapotzalco,19.4841,-99.1844,Milenio,"On 06 August 2019, in Azcapotzalco, Ciudad de Mexico, DF, a woman was allegedly raped by members of the police forces on her way back from a party. Neither fatality nor injury reported.",0,1612548773
46108,5-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico); Farmers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 05 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, former workers protested in front of the Secretary of Government to demand the return of the saving funds of the Bracero Programme. [size=no report]",0,1612548773
46131,5-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 05 August 2019, in Cuauhtemoc, Ciudad de Mexico, DF, a group of persons protested in front of the US embassy following the El Paso shooting in Texas. A Pinata representing Donald Trump was burnt. [size=no report]",0,1612548801
46184,2-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Ministerial Federal Police,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,La Jornada; Publimetro Mexico,"On 2 August 2019, in Colonia Doctores, Cuauhtemoc, Ciudad de Mexico, a group of police officers who work for the investigation unit in the Attorney General's Office protested demanding cut on their workings hours and raises on their salaries. [size=no report]",0,1612548801
46191,2-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Magdalena Contreras,Ciudad de Mexico - Magdalena Contreras,19.3049,-99.2415,Publimetro Mexico,"On 2 August 2019, in Colonia Carbonera, Magdalena Contreras, Ciudad de Mexico, a group of people protested. The reason for the demonstration is unknown. [size=no report]",0,1612548801
46194,2-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Indigenous Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Publimetro Mexico,"On 2 August 2019, in Colonia Centro, Cuauhtemoc, Ciudad de Mexico, indigenous groups protested. The reason for the demonstration is unknown. [size=no report]",0,1612548801
46196,2-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Coyoacan,Ciudad de Mexico - Coyoacan,19.3502,-99.1621,Publimetro Mexico,"On 2 August 2019, in Colonia Ciudad Universitaria, Coyoacan, Ciudad de Mexico, students that were rejected from public universities protested demanding places to study in these institutions. [size=no report]",0,1612548801
46197,2-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Publimetro Mexico,"On 2 August 2019, in Colonia Centro, Cuauhtemoc, Ciudad de Mexico, a group of merchants protested. The reason for the demonstration is unknown. [size=no report]",0,1612548801
46223,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Ministerial Federal Police,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte; Milenio,"On 1 August 2019, in Colonia Doctores, Cuauhtemoc, Ciudad de Mexico, a group of police officers who work for the investigation unit in the Attorney General's Office protested demanding cut on their workings hours and raises on their salaries. [size=no report]",0,1612548801
46224,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte; El Universal (Mexico); Milenio,"On 1 August 2019, in Paseo la Reforma, Cuauhtemoc, Ciudad de Mexico, medical interns protested demanding more resources for their scholarships and better working conditions. [size=no report]",0,1612548801
46225,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,El Norte,"On 1 August 2019, in Tlalpan, Ciudad de Mexico, merchants protested against government officers corruption who according to the participants charged them with fees to allowed them to sell on their stalls. [size=no report]",0,1612548801
46234,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte,"On 1 August 2019, in Cuauhtemoc, Ciudad de Mexico, oil workers from the Refinery Azcapotzalco protested outside the National Palace demanding the payment of their last salaries before the refinery was closed. [size=no report]",0,1612548801
46243,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),Health Workers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 1 August 2019, in Zocalo, Cuauhtemoc, Ciudad de Mexico, health workers protested demanding to the federal government new work positions and payments that the government owes them. [size=no report]",0,1612548801
46244,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 1 August 2019, in Cuauhtemoc, Ciudad de Mexico, around 100 people who were rejected from public universities protested in front of the Education Secretary demanding more places to study in these institutions. [size=100]",0,1612548801
46247,1-Aug-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 1 August 2019, in Cuauhtemoc, Ciudad de Mexico, a group of people and members of the Electric Energy Users Association protested demanding the Government Secretary to attent their claims. [size=no report]",0,1612548801
46264,31-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico); Health Workers (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 31 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, members of the National Front of Health Workers protested and marched toward the Zocalo. The reason for the protest was not reported. [size=no report]",0,1612548801
46281,31-Jul-19,2019,Battles,Armed clash,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 31 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, an armed clash occurred in colonia Morelos resulting in the death of one person. 1 fatality.",1,1612548801
46282,31-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 31 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, members of the Union of Social organisation for family integration and other neighbourhood assemblies protested and marched towards the Zocalo to demand social housing and greater social programmes. [size=no report]",0,1612548801
46294,31-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,El Siglo de Durango,"On 31 July 2019, in Benito Juarez, Ciudad de Mexico, DF, some 150 people marched on the 4th anniversary of the multiple murder of journalists in colonia Navarte. They were demanding greater efforts from the authorities in the investigation of the case.[size=some 150]",0,1612548801
46303,30-Jul-19,2019,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,Mexico,Distrito Federal,Iztapalapa,Ciudad de Mexico - Iztapalapa,19.359,-99.0926,La Jornada; Milenio,"On 30 July 2019, in Iztapalapa, Ciudad de Mexico, DF, 5 armed men attacked a car and wounded 4 persons in colonia Bandidas/San Andres Tetepilco. No fatality, 4 injuries.",0,1612548801
46307,30-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Police Forces of Mexico (2018-) Federal Police,Mexico,Distrito Federal,Benito Juarez,Ciudad de Mexico - Benito Juarez,19.372,-99.1579,Milenio,"On 30 July 2019, in Benito Juarez, Ciudad de Mexico, DF, federal police officers protested and blocked one track of the ring in front of the CNDH to report irregularities in their incorporation into the National Guard. [size=no report]",0,1612548801
46310,30-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Mural,"On 30 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, residents protested in front of the Secretary of Environment to demand the closure of a landfill. [size=no report]",0,1612548801
46339,29-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 29 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, workers of the DIF and INBA of the Secretary of Culture and CNDH protested against budget cut, the suppression of social programmes. [size=no report]",0,1612548801
46358,28-Jul-19,2019,Battles,Armed clash,Fuerza Anti Union,,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico); Reforma,"On 28 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, a shooting was registered in colonia Morelos, Tepito neighbourhood, resulting in the death of two persons and wounding of three persons. The exchange of fire is allegedly connected to rivalry between the Fuerza Anti Union and another criminal group. The victims allegedly were extortioners affiliated with the Union Tepito. 2 fatalities, 4 injuries.",2,1612548801
46369,28-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Universal (Mexico),"On 28 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, some persons participated in the National march against Animal Mistreatment to protest against the General Law of Animal Well being who provides for the return of animals in the circus across the country. [size=no report]",0,1612548801
46375,28-Jul-19,2019,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio,"On 28 July 2019, in Cuauhtemoc, Ciudad de Mexico, DF, two taxi drivers faked a fight and tried to abduct a child before being captured by the police forces.",0,1612548801
46379,27-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),PCM: Mexican Communist Party,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,Milenio; 24 Horas (Mexico),"On 27 July 2019, in Cuauhtemoc, Ciudad de Mexico, members of the PCM protested outside the United States Embassy against the economic sanctions that affect Cuba. [size=no report]",0,1612548801
46384,27-Jul-19,2019,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Gustavo A. Madero,Ciudad de Mexico - Gustavo A. Madero,19.4829,-99.1135,La Verdad,"On 27 July 2019, in Colonia Guadalupe, Gustavo A. Madero, Ciudad de Mexico, a gang militia attacked a drug dealer. The man died in the attack.",1,1612548801
46390,27-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),,Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,24 Horas (Mexico),"On 27 July 2019, in Cuauhtemoc, Ciudad de Mexico, a group of people protested outside the PRI office. The reason for the demonstration is unknown. Also, in Cuauhtemoc, a group of people marched from the Angel de la Independencia in Cuauhtemoc to the Estela Luz. The reason for the demonstration is also unknown. [size=no report]",0,1612548801
46401,26-Jul-19,2019,Violence against civilians,Attack,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Tlalpan,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,La Verdad; 24 Horas (Mexico); El Norte,"On 26 July 2019, in Circuito Ajusco, Tlalpan, Ciudad de Mexico, four men were found dead. The bodies presented firearm injuries, and the hands were tied to the back.",4,1612548801
46408,26-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte,"On 26 July 2019, in Cuauhtemoc, Ciudad de Mexico, workers from the energy sector protested demanding better conditions for their pensions. [size=no report]",0,1612548801
46411,26-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte,"On 26 July 2019, in Cuauhtemoc, Ciudad de Mexico, around 70 people protested outside the National Palace demanding from the President Lopez Obrador places to study in public university. [size=70]",0,1612548801
46438,25-Jul-19,2019,Battles,Armed clash,Unidentified Gang (Mexico),,Mexico,Distrito Federal,Venustiano Carranza,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,La Verdad,"On 25 July 2019, in Venustiano Carranza, Ciudad de Mexico, armed men on board of a motorcycle attacked a leader of Tepito Union Cartel. The man died in the attack.",1,1612548801
46444,25-Jul-19,2019,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Mexico,Distrito Federal,Cuauhtemoc,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,El Norte,"On 25 July 2019, in Cuauhtemoc, Ciudad de Mexico, around 200 people marched to the National Palace demanding from the President Lopez Obrador places to study in public university. [size=200]",0,1612548801
46465,24-Jul-19,2019,Violence against civilians,Abduction/forced disappearance,La Union Tepito,,Mexico,Distrito Federal,Miguel Hidalgo,Ciudad de Mexico - Miguel Hidalgo,19.4073,-99.1908,Metro Monterrey; El Universal (Mexico),"On 24 July 2019, in Miguel Hidalgo, Ciudad de Mexico, DF, Mexico, a man who was kidnapped in colonia Argentina and locked in the trunk of a car was rescued by police forces. The arrested kidnappers are most likely members of the Tepito Union.",0,1612548801
